   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    1.9    2.4    1.4    2.0    1.4    2.0    2.8    2.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    3.7    4.5    2.8    3.9    2.8    3.9    5.5    3.9    0.1    0.1    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    5.2    6.3    4.1    5.7    4.1    5.7    8.0    5.7    0.1    0.1    0.0    0.1    0.1    0.1    0.1    0.0    0.0    0.0    0.0
   0.0    6.2    7.6    5.2    7.4    5.2    7.3   10.4    7.3    0.1    0.1    0.0    0.1    0.1    0.1    0.1    0.0    0.0    0.0    0.0
   0.0    6.8    8.4    6.2    8.8    6.2    8.8   12.4    8.8    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0    6.9    8.4    7.1   10.0    7.1    9.9   14.0    9.9    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0    6.5    8.0    7.7   10.9    7.7   10.8   15.3   10.8    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0    6.3    7.7    8.2   11.5    8.2   11.5   16.2   11.5    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0    8.7   11.9    8.4   11.9    8.4   11.8   16.7   11.8    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0   17.3   26.1    8.4   11.9    8.4   11.8   16.7   11.8    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0   26.6   41.3    8.2   11.5    8.2   11.5   16.2   11.5    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0   32.9   51.5    7.7   10.9    7.7   10.8   15.3   10.8    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0   35.6   55.7    7.1   10.0    7.1    9.9   14.0    9.9    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0   34.8   54.4    6.2    8.8    6.2    8.8   12.4    8.8    0.2    0.2    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.0    0.0
   0.0   31.0   48.4    5.2    7.4    5.2    7.3   10.4    7.3    0.1    0.1    0.0    0.1    0.1    0.1    0.1    0.0    0.0    0.0    0.0
   0.0   25.1   39.1    4.1    5.7    4.1    5.7    8.0    5.7    0.1    0.1    0.0    0.1    0.1    0.1    0.1    0.0    0.0    0.0    0.0
   0.0   17.5   27.3    2.8    3.9    2.8    3.9    5.5    3.9    0.1    0.1    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    9.0   14.0    1.4    2.0    1.4    2.0    2.8    2.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
