  0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
100.00 100.00 180.00 240.00 280.00 300.00 300.00 280.00 240.00 180.00 100.00   0.00
180.00  91.31 118.26 139.71 156.52 166.38 169.03 166.38 149.92 324.00 180.00   0.00
240.00 125.86 153.08 173.65 190.79 201.81 206.60 207.95 196.05 432.00 240.00   0.00
280.00 146.26 174.32 194.27 211.34 222.93 229.11 233.26 223.59 504.00 280.00   0.00
300.00 156.63 185.65 205.72 222.99 234.94 241.80 247.16 238.25 540.00 300.00   0.00
300.00 156.63 185.65 205.72 222.99 234.94 241.80 247.16 238.25 540.00 300.00   0.00
280.00 146.26 174.32 194.27 211.34 222.93 229.11 233.26 223.59 504.00 280.00   0.00
240.00 125.86 153.08 173.65 190.79 201.81 206.60 207.95 196.05 432.00 240.00   0.00
180.00  91.31 118.26 139.71 156.52 166.38 169.03 166.38 149.92 324.00 180.00   0.00
100.00 100.00 180.00 240.00 280.00 300.00 300.00 280.00 240.00 180.00 100.00   0.00
100.00  78.26 111.98 137.42 155.47 164.70 164.47 154.57 126.12 180.00 100.00   0.00
