  0.00  36.00  60.00  72.00  72.00  60.00  36.00  36.00
  0.00  36.00  25.89  31.52  31.52  25.89  36.00  22.40
  0.00  60.00  31.57  35.97  35.97  31.57  60.00  29.38
  0.00  72.00  36.36  40.93  40.93  36.36  72.00  33.50
  0.00  72.00  37.97  44.65  44.65  37.97  72.00  32.32
  0.00  60.00 100.00 120.00 120.00 100.00  60.00  60.00
  0.00  36.00  60.00  72.00  72.00  60.00  36.00  36.00
  0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
