 36.00  36.00  60.00  72.00  72.00  60.00  36.00  36.00
 36.00  21.53  27.48  30.23  30.02  24.92  36.00  22.40
 60.00  27.48  30.70  31.91  32.08  29.16  60.00  29.10
 72.00  30.23  31.91  32.32  32.85  31.28  72.00  32.22
 72.00  30.02  32.08  32.85  33.46  31.71  72.00  31.84
 60.00  24.92  29.16  31.28  31.71  28.32  60.00  26.01
 36.00  36.00  60.00  72.00  72.00  60.00  36.00  36.00
 36.00  22.40  29.10  32.22  31.84  26.01  36.00  22.98
