 36.00  36.00  60.00  72.00  72.00  60.00  36.00  36.00
 36.00  22.39  29.09  32.21  31.83  26.01  36.00  22.98
 60.00  29.37  34.34  36.48  36.31  31.72  60.00  30.41
 72.00  33.49  38.71  41.13  41.16  36.48  72.00  34.61
 72.00  32.32  40.48  44.66  44.77  38.04  72.00  33.05
 60.00  60.00 100.00 120.00 120.00 100.00  60.00  60.00
 36.00  36.00  60.00  72.00  72.00  60.00  36.00  36.00
  0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
