 36.00  36.00  60.00  72.00  72.00  60.00  36.00   0.00
 36.00  22.39  29.37  33.49  32.32  60.00  36.00   0.00
 60.00  29.09  34.34  38.71  40.48 100.00  60.00   0.00
 72.00  32.21  36.48  41.13  44.66 120.00  72.00   0.00
 72.00  31.83  36.31  41.16  44.77 120.00  72.00   0.00
 60.00  26.01  31.72  36.48  38.04 100.00  60.00   0.00
 36.00  36.00  60.00  72.00  72.00  60.00  36.00   0.00
 36.00  22.98  30.41  34.61  33.05  60.00  36.00   0.00
